Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,95766,102693,198459,Hmawby,MMR013003
 Illiterate,4475,7939,12414,Hmawby,MMR013003
 Total,100241,110632,210873,Hmawby,MMR013003
