Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,18863,20151,39014,Saytottara,MMR009011
 Illiterate,661,1506,2167,Saytottara,MMR009011
 Total,19524,21657,41181,Saytottara,MMR009011
