Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,5690,5419,11109,Kunhing,MMR014014
 Illiterate,2597,4406,7003,Kunhing,MMR014014
 Total,8287,9825,18112,Kunhing,MMR014014
