Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,50835,46017,96852,Myebon,MMR012006
 Illiterate,5994,18508,24502,Myebon,MMR012006
 Total,56829,64525,121354,Myebon,MMR012006
