Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,54456,56751,111207,Pauktaw,MMR012007
 Illiterate,5430,14640,20070,Pauktaw,MMR012007
 Total,59886,71391,131277,Pauktaw,MMR012007
