Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,43812,40323,84135,Pinlaung,MMR014009
 Illiterate,4500,11314,15814,Pinlaung,MMR014009
 Total,48312,51637,99949,Pinlaung,MMR014009
