Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,40563,45367,85930,Thayet,MMR009012
 Illiterate,1714,4955,6669,Thayet,MMR009012
 Total,42277,50322,92599,Thayet,MMR009012
