Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,98104,107767,205871,Pyu,MMR007012
 Illiterate,6826,14795,21621,Pyu,MMR007012
 Total,104930,122562,227492,Pyu,MMR007012
