Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,84445,97590,182035,Thingangyun,MMR013009
 Illiterate,2456,4804,7260,Thingangyun,MMR013009
 Total,86901,102394,189295,Thingangyun,MMR013009
