Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,23273,24805,48078,Momeik,MMR015017
 Illiterate,2016,2921,4937,Momeik,MMR015017
 Total,25289,27726,53015,Momeik,MMR015017
