Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,6013,5489,11502,Pyigyimandaing,MMR006010
 Illiterate,826,1007,1833,Pyigyimandaing,MMR006010
 Total,6839,6496,13335,Pyigyimandaing,MMR006010
