Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,60205,63617,123822,Minbya,MMR012005
 Illiterate,8117,18788,26905,Minbya,MMR012005
 Total,68322,82405,150727,Minbya,MMR012005
