Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,32740,33552,66292,Ywarngan,MMR014007
 Illiterate,2001,3291,5292,Ywarngan,MMR014007
 Total,34741,36843,71584,Ywarngan,MMR014007
