Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,70634,78404,149038,Letpadan,MMR008008
 Illiterate,3571,6378,9949,Letpadan,MMR008008
 Total,74205,84782,158987,Letpadan,MMR008008
