Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,8307,7135,15442,Minesan(Monsan)(ST),MMR014017
 Illiterate,3825,5322,9147,Minesan(Monsan)(ST),MMR014017
 Total,12132,12457,24589,Minesan(Monsan)(ST),MMR014017
