Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,101454,107817,209271,Hlegu,MMR013004
 Illiterate,5892,9962,15854,Hlegu,MMR013004
 Total,107346,117779,225125,Hlegu,MMR013004
