Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,6692,5568,12260,Minepan,MMR014021
 Illiterate,3835,5202,9037,Minepan,MMR014021
 Total,10527,10770,21297,Minepan,MMR014021
