Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,137120,151806,288926,Shwepyitha,MMR013007
 Illiterate,4757,8335,13092,Shwepyitha,MMR013007
 Total,141877,160141,302018,Shwepyitha,MMR013007
