Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,7491,7241,14732,Pansai(KyuKute)(ST),MMR015009
 Illiterate,2285,2945,5230,Pansai(KyuKute)(ST),MMR015009
 Total,9776,10186,19962,Pansai(KyuKute)(ST),MMR015009
