Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,4780,26831,31611,Pyu,MMR007012
 Grade 1,1416,7176,8592,Pyu,MMR007012
 Grade 2,2372,9713,12085,Pyu,MMR007012
 Grade 3,3334,14199,17533,Pyu,MMR007012
 Grade 4,5010,19461,24471,Pyu,MMR007012
 Grade 5,7698,32870,40568,Pyu,MMR007012
 Grade 6,4037,12145,16182,Pyu,MMR007012
 Grade 7,3537,10269,13806,Pyu,MMR007012
 Grade 8,3824,9788,13612,Pyu,MMR007012
 Grade 9,4504,9851,14355,Pyu,MMR007012
 Grade 10,4718,7038,11756,Pyu,MMR007012
 Grade 11,5816,6730,12546,Pyu,MMR007012
 College,1815,1822,3637,Pyu,MMR007012
 Vocational training,125,96,221,Pyu,MMR007012
 Undergraduate diploma,258,283,541,Pyu,MMR007012
 Graduate,4660,3312,7972,Pyu,MMR007012
 Postgraduate diploma,67,41,108,Pyu,MMR007012
 Master degree,42,25,67,Pyu,MMR007012
 PhD,3,1,4,Pyu,MMR007012
 Other,478,1892,2370,Pyu,MMR007012
 Total,58494,173543,232037,Pyu,MMR007012
