Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3685,26345,30030,Minbya,MMR012005
 Grade 1,650,7371,8021,Minbya,MMR012005
 Grade 2,1084,11643,12727,Minbya,MMR012005
 Grade 3,1673,16619,18292,Minbya,MMR012005
 Grade 4,2214,20135,22349,Minbya,MMR012005
 Grade 5,2787,22159,24946,Minbya,MMR012005
 Grade 6,1247,7523,8770,Minbya,MMR012005
 Grade 7,1069,5918,6987,Minbya,MMR012005
 Grade 8,1016,4581,5597,Minbya,MMR012005
 Grade 9,1228,3912,5140,Minbya,MMR012005
 Grade 10,839,2431,3270,Minbya,MMR012005
 Grade 11,1608,1873,3481,Minbya,MMR012005
 College,504,616,1120,Minbya,MMR012005
 Vocational training,35,51,86,Minbya,MMR012005
 Undergraduate diploma,43,119,162,Minbya,MMR012005
 Graduate,1421,1015,2436,Minbya,MMR012005
 Postgraduate diploma,29,25,54,Minbya,MMR012005
 Master degree,6,36,42,Minbya,MMR012005
 PhD,2,1,3,Minbya,MMR012005
 Other,83,525,608,Minbya,MMR012005
 Total,21223,132898,154121,Minbya,MMR012005
