Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3222,20578,23800,Kyukme,MMR015012
 Grade 1,852,6098,6950,Kyukme,MMR015012
 Grade 2,1352,7044,8396,Kyukme,MMR015012
 Grade 3,2068,8595,10663,Kyukme,MMR015012
 Grade 4,2828,7655,10483,Kyukme,MMR015012
 Grade 5,4843,11622,16465,Kyukme,MMR015012
 Grade 6,2559,3903,6462,Kyukme,MMR015012
 Grade 7,2349,2850,5199,Kyukme,MMR015012
 Grade 8,2533,2724,5257,Kyukme,MMR015012
 Grade 9,2721,2434,5155,Kyukme,MMR015012
 Grade 10,2581,1394,3975,Kyukme,MMR015012
 Grade 11,4228,1871,6099,Kyukme,MMR015012
 College,1196,539,1735,Kyukme,MMR015012
 Vocational training,29,55,84,Kyukme,MMR015012
 Undergraduate diploma,63,48,111,Kyukme,MMR015012
 Graduate,3170,1037,4207,Kyukme,MMR015012
 Postgraduate diploma,79,33,112,Kyukme,MMR015012
 Master degree,22,25,47,Kyukme,MMR015012
 PhD,4,4,8,Kyukme,MMR015012
 Other,72,681,753,Kyukme,MMR015012
 Total,36771,79190,115961,Kyukme,MMR015012
