Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,452,8741,9193,Paukkhaung,MMR008002
 Grade 1,321,3733,4054,Paukkhaung,MMR008002
 Grade 2,381,6784,7165,Paukkhaung,MMR008002
 Grade 3,690,10503,11193,Paukkhaung,MMR008002
 Grade 4,1187,15223,16410,Paukkhaung,MMR008002
 Grade 5,2933,33974,36907,Paukkhaung,MMR008002
 Grade 6,770,5219,5989,Paukkhaung,MMR008002
 Grade 7,819,4303,5122,Paukkhaung,MMR008002
 Grade 8,821,3622,4443,Paukkhaung,MMR008002
 Grade 9,886,3449,4335,Paukkhaung,MMR008002
 Grade 10,1503,3023,4526,Paukkhaung,MMR008002
 Grade 11,368,1114,1482,Paukkhaung,MMR008002
 College,462,792,1254,Paukkhaung,MMR008002
 Vocational training,44,74,118,Paukkhaung,MMR008002
 Undergraduate diploma,54,108,162,Paukkhaung,MMR008002
 Graduate,1391,1620,3011,Paukkhaung,MMR008002
 Postgraduate diploma,16,26,42,Paukkhaung,MMR008002
 Master degree,15,11,26,Paukkhaung,MMR008002
 PhD,2,1,3,Paukkhaung,MMR008002
 Other,2,102,104,Paukkhaung,MMR008002
 Total,13117,102422,115539,Paukkhaung,MMR008002
