Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3305,18475,21780,Thongwa,MMR013025
 Grade 1,747,4339,5086,Thongwa,MMR013025
 Grade 2,1419,6556,7975,Thongwa,MMR013025
 Grade 3,1878,10382,12260,Thongwa,MMR013025
 Grade 4,3243,19081,22324,Thongwa,MMR013025
 Grade 5,2849,22553,25402,Thongwa,MMR013025
 Grade 6,1347,6963,8310,Thongwa,MMR013025
 Grade 7,1396,5770,7166,Thongwa,MMR013025
 Grade 8,1597,6001,7598,Thongwa,MMR013025
 Grade 9,1370,4735,6105,Thongwa,MMR013025
 Grade 10,2296,4838,7134,Thongwa,MMR013025
 Grade 11,860,1095,1955,Thongwa,MMR013025
 College,690,1336,2026,Thongwa,MMR013025
 Vocational training,83,41,124,Thongwa,MMR013025
 Undergraduate diploma,68,104,172,Thongwa,MMR013025
 Graduate,2527,2025,4552,Thongwa,MMR013025
 Postgraduate diploma,39,61,100,Thongwa,MMR013025
 Master degree,25,18,43,Thongwa,MMR013025
 PhD,12,2,14,Thongwa,MMR013025
 Other,160,4626,4786,Thongwa,MMR013025
 Total,25911,119001,144912,Thongwa,MMR013025
