Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,224,287,511,Rihkhuadal(ST),MMR004001
 Grade 1,108,126,234,Rihkhuadal(ST),MMR004001
 Grade 2,138,137,275,Rihkhuadal(ST),MMR004001
 Grade 3,191,173,364,Rihkhuadal(ST),MMR004001
 Grade 4,187,255,442,Rihkhuadal(ST),MMR004001
 Grade 5,385,381,766,Rihkhuadal(ST),MMR004001
 Grade 6,233,219,452,Rihkhuadal(ST),MMR004001
 Grade 7,199,181,380,Rihkhuadal(ST),MMR004001
 Grade 8,229,195,424,Rihkhuadal(ST),MMR004001
 Grade 9,309,215,524,Rihkhuadal(ST),MMR004001
 Grade 10,273,173,446,Rihkhuadal(ST),MMR004001
 Grade 11,465,224,689,Rihkhuadal(ST),MMR004001
 College,63,27,90,Rihkhuadal(ST),MMR004001
 Vocational training,10,1,11,Rihkhuadal(ST),MMR004001
 Undergraduate diploma,17,2,19,Rihkhuadal(ST),MMR004001
 Graduate,136,51,187,Rihkhuadal(ST),MMR004001
 Postgraduate diploma,8,2,10,Rihkhuadal(ST),MMR004001
 Master degree,3,5,8,Rihkhuadal(ST),MMR004001
 PhD,1,-,1,Rihkhuadal(ST),MMR004001
 Other,1,-,1,Rihkhuadal(ST),MMR004001
 Total,3180,2654,5834,Rihkhuadal(ST),MMR004001
