Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,13677,3763,17440,Shwepyitha,MMR013007
 Grade 1,6279,1794,8073,Shwepyitha,MMR013007
 Grade 2,8104,2301,10405,Shwepyitha,MMR013007
 Grade 3,12544,3355,15899,Shwepyitha,MMR013007
 Grade 4,18188,5962,24150,Shwepyitha,MMR013007
 Grade 5,38704,7685,46389,Shwepyitha,MMR013007
 Grade 6,21132,4498,25630,Shwepyitha,MMR013007
 Grade 7,15600,3912,19512,Shwepyitha,MMR013007
 Grade 8,18516,4615,23131,Shwepyitha,MMR013007
 Grade 9,23380,4874,28254,Shwepyitha,MMR013007
 Grade 10,20420,6050,26470,Shwepyitha,MMR013007
 Grade 11,32281,4273,36554,Shwepyitha,MMR013007
 College,8538,1745,10283,Shwepyitha,MMR013007
 Vocational training,410,64,474,Shwepyitha,MMR013007
 Undergraduate diploma,652,143,795,Shwepyitha,MMR013007
 Graduate,17640,3231,20871,Shwepyitha,MMR013007
 Postgraduate diploma,393,60,453,Shwepyitha,MMR013007
 Master degree,244,43,287,Shwepyitha,MMR013007
 PhD,67,5,72,Shwepyitha,MMR013007
 Other,1387,144,1531,Shwepyitha,MMR013007
 Total,258156,58517,316673,Shwepyitha,MMR013007
