Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2507,24517,27024,Hopon,MMR014003
 Grade 1,762,3742,4504,Hopon,MMR014003
 Grade 2,975,5128,6103,Hopon,MMR014003
 Grade 3,1374,7209,8583,Hopon,MMR014003
 Grade 4,1572,6658,8230,Hopon,MMR014003
 Grade 5,2468,13777,16245,Hopon,MMR014003
 Grade 6,1417,3908,5325,Hopon,MMR014003
 Grade 7,1053,3110,4163,Hopon,MMR014003
 Grade 8,1151,3266,4417,Hopon,MMR014003
 Grade 9,1276,3080,4356,Hopon,MMR014003
 Grade 10,1149,1659,2808,Hopon,MMR014003
 Grade 11,1540,1481,3021,Hopon,MMR014003
 College,2267,352,2619,Hopon,MMR014003
 Vocational training,20,6,26,Hopon,MMR014003
 Undergraduate diploma,47,39,86,Hopon,MMR014003
 Graduate,1144,620,1764,Hopon,MMR014003
 Postgraduate diploma,23,10,33,Hopon,MMR014003
 Master degree,125,1,126,Hopon,MMR014003
 PhD,6,-,6,Hopon,MMR014003
 Other,85,923,1008,Hopon,MMR014003
 Total,20961,79486,100447,Hopon,MMR014003
