Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,85,-,85,Seikkan,MMR013045
 Grade 1,44,-,44,Seikkan,MMR013045
 Grade 2,80,-,80,Seikkan,MMR013045
 Grade 3,109,-,109,Seikkan,MMR013045
 Grade 4,223,-,223,Seikkan,MMR013045
 Grade 5,279,-,279,Seikkan,MMR013045
 Grade 6,128,-,128,Seikkan,MMR013045
 Grade 7,147,-,147,Seikkan,MMR013045
 Grade 8,196,-,196,Seikkan,MMR013045
 Grade 9,222,-,222,Seikkan,MMR013045
 Grade 10,390,-,390,Seikkan,MMR013045
 Grade 11,284,-,284,Seikkan,MMR013045
 College,104,-,104,Seikkan,MMR013045
 Undergraduate diploma,10,-,10,Seikkan,MMR013045
 Graduate,339,-,339,Seikkan,MMR013045
 Postgraduate diploma,16,-,16,Seikkan,MMR013045
 Master degree,4,-,4,Seikkan,MMR013045
 PhD,2,-,2,Seikkan,MMR013045
 Other,7,-,7,Seikkan,MMR013045
 Total,2669,-,2669,Seikkan,MMR013045
