Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3134,334,3468,Zabuthiri,MMR018002
 Grade 1,1529,201,1730,Zabuthiri,MMR018002
 Grade 2,2036,218,2254,Zabuthiri,MMR018002
 Grade 3,2972,375,3347,Zabuthiri,MMR018002
 Grade 4,4065,456,4521,Zabuthiri,MMR018002
 Grade 5,9795,1010,10805,Zabuthiri,MMR018002
 Grade 6,4669,486,5155,Zabuthiri,MMR018002
 Grade 7,3652,399,4051,Zabuthiri,MMR018002
 Grade 8,4149,345,4494,Zabuthiri,MMR018002
 Grade 9,5695,387,6082,Zabuthiri,MMR018002
 Grade 10,5074,249,5323,Zabuthiri,MMR018002
 Grade 11,11424,478,11902,Zabuthiri,MMR018002
 College,4199,81,4280,Zabuthiri,MMR018002
 Vocational training,372,6,378,Zabuthiri,MMR018002
 Undergraduate diploma,912,19,931,Zabuthiri,MMR018002
 Graduate,29885,205,30090,Zabuthiri,MMR018002
 Postgraduate diploma,895,-,895,Zabuthiri,MMR018002
 Master degree,2112,3,2115,Zabuthiri,MMR018002
 PhD,280,-,280,Zabuthiri,MMR018002
 Other,271,38,309,Zabuthiri,MMR018002
 Total,97120,5290,102410,Zabuthiri,MMR018002
