Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,8759,21600,30359,Myawady,MMR003005
 Grade 1,4885,4747,9632,Myawady,MMR003005
 Grade 2,6536,5791,12327,Myawady,MMR003005
 Grade 3,7890,6494,14384,Myawady,MMR003005
 Grade 4,12925,8172,21097,Myawady,MMR003005
 Grade 5,12404,6931,19335,Myawady,MMR003005
 Grade 6,7282,3779,11061,Myawady,MMR003005
 Grade 7,6418,3059,9477,Myawady,MMR003005
 Grade 8,7349,3080,10429,Myawady,MMR003005
 Grade 9,6206,2578,8784,Myawady,MMR003005
 Grade 10,8845,2777,11622,Myawady,MMR003005
 Grade 11,4057,1394,5451,Myawady,MMR003005
 College,2155,491,2646,Myawady,MMR003005
 Vocational training,90,31,121,Myawady,MMR003005
 Undergraduate diploma,177,95,272,Myawady,MMR003005
 Graduate,4363,936,5299,Myawady,MMR003005
 Postgraduate diploma,132,21,153,Myawady,MMR003005
 Master degree,44,22,66,Myawady,MMR003005
 PhD,11,8,19,Myawady,MMR003005
 Other,442,321,763,Myawady,MMR003005
 Total,100970,72327,173297,Myawady,MMR003005
