Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,12494,98189,110683,Tantyan,MMR015004
 Grade 1,1517,3680,5197,Tantyan,MMR015004
 Grade 2,1651,3524,5175,Tantyan,MMR015004
 Grade 3,1774,3835,5609,Tantyan,MMR015004
 Grade 4,2282,3479,5761,Tantyan,MMR015004
 Grade 5,2329,4173,6502,Tantyan,MMR015004
 Grade 6,1378,1381,2759,Tantyan,MMR015004
 Grade 7,1272,1068,2340,Tantyan,MMR015004
 Grade 8,1253,925,2178,Tantyan,MMR015004
 Grade 9,997,961,1958,Tantyan,MMR015004
 Grade 10,1450,845,2295,Tantyan,MMR015004
 Grade 11,553,482,1035,Tantyan,MMR015004
 College,348,186,534,Tantyan,MMR015004
 Vocational training,30,7,37,Tantyan,MMR015004
 Undergraduate diploma,40,34,74,Tantyan,MMR015004
 Graduate,731,375,1106,Tantyan,MMR015004
 Postgraduate diploma,25,78,103,Tantyan,MMR015004
 Master degree,10,17,27,Tantyan,MMR015004
 PhD,1,-,1,Tantyan,MMR015004
 Other,212,213,425,Tantyan,MMR015004
 Total,30347,123452,153799,Tantyan,MMR015004
