Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3330,20700,24030,Taungdwingyi,MMR009004
 Grade 1,1023,5196,6219,Taungdwingyi,MMR009004
 Grade 2,1470,8222,9692,Taungdwingyi,MMR009004
 Grade 3,2099,13910,16009,Taungdwingyi,MMR009004
 Grade 4,3620,21415,25035,Taungdwingyi,MMR009004
 Grade 5,5173,57284,62457,Taungdwingyi,MMR009004
 Grade 6,2765,13533,16298,Taungdwingyi,MMR009004
 Grade 7,2561,11647,14208,Taungdwingyi,MMR009004
 Grade 8,3261,10920,14181,Taungdwingyi,MMR009004
 Grade 9,3134,10837,13971,Taungdwingyi,MMR009004
 Grade 10,4749,8446,13195,Taungdwingyi,MMR009004
 Grade 11,3212,5569,8781,Taungdwingyi,MMR009004
 College,1564,2532,4096,Taungdwingyi,MMR009004
 Vocational training,86,155,241,Taungdwingyi,MMR009004
 Undergraduate diploma,161,255,416,Taungdwingyi,MMR009004
 Graduate,4002,4391,8393,Taungdwingyi,MMR009004
 Postgraduate diploma,113,125,238,Taungdwingyi,MMR009004
 Master degree,41,39,80,Taungdwingyi,MMR009004
 PhD,3,6,9,Taungdwingyi,MMR009004
 Other,25,184,209,Taungdwingyi,MMR009004
 Total,42392,195366,237758,Taungdwingyi,MMR009004
