Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,516,840,1356,Chinshwehaw(ST),MMR015022
 Grade 1,80,21,101,Chinshwehaw(ST),MMR015022
 Grade 2,113,203,316,Chinshwehaw(ST),MMR015022
 Grade 3,184,113,297,Chinshwehaw(ST),MMR015022
 Grade 4,225,98,323,Chinshwehaw(ST),MMR015022
 Grade 5,495,104,599,Chinshwehaw(ST),MMR015022
 Grade 6,235,54,289,Chinshwehaw(ST),MMR015022
 Grade 7,190,69,259,Chinshwehaw(ST),MMR015022
 Grade 8,110,9,119,Chinshwehaw(ST),MMR015022
 Grade 9,169,5,174,Chinshwehaw(ST),MMR015022
 Grade 10,172,6,178,Chinshwehaw(ST),MMR015022
 Grade 11,145,2,147,Chinshwehaw(ST),MMR015022
 College,40,1,41,Chinshwehaw(ST),MMR015022
 Vocational training,2,-,2,Chinshwehaw(ST),MMR015022
 Undergraduate diploma,26,-,26,Chinshwehaw(ST),MMR015022
 Graduate,111,9,120,Chinshwehaw(ST),MMR015022
 Postgraduate diploma,4,-,4,Chinshwehaw(ST),MMR015022
 Total,2817,1534,4351,Chinshwehaw(ST),MMR015022
