Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,45,2073,2118,Hsotlaw,MMR001006
 Grade 1,9,347,356,Hsotlaw,MMR001006
 Grade 2,14,338,352,Hsotlaw,MMR001006
 Grade 3,29,378,407,Hsotlaw,MMR001006
 Grade 4,17,354,371,Hsotlaw,MMR001006
 Grade 5,34,429,463,Hsotlaw,MMR001006
 Grade 6,17,279,296,Hsotlaw,MMR001006
 Grade 7,19,226,245,Hsotlaw,MMR001006
 Grade 8,26,222,248,Hsotlaw,MMR001006
 Grade 9,22,239,261,Hsotlaw,MMR001006
 Grade 10,19,116,135,Hsotlaw,MMR001006
 Grade 11,44,188,232,Hsotlaw,MMR001006
 College,6,11,17,Hsotlaw,MMR001006
 Vocational training,-,1,1,Hsotlaw,MMR001006
 Undergraduate diploma,2,4,6,Hsotlaw,MMR001006
 Graduate,20,9,29,Hsotlaw,MMR001006
 Postgraduate diploma,1,15,16,Hsotlaw,MMR001006
 Master degree,-,1,1,Hsotlaw,MMR001006
 Other,-,4,4,Hsotlaw,MMR001006
 Total,324,5234,5558,Hsotlaw,MMR001006
