Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,214,2224,2438,Myitta(ST),MMR006001
 Grade 1,233,1096,1329,Myitta(ST),MMR006001
 Grade 2,245,1128,1373,Myitta(ST),MMR006001
 Grade 3,291,1739,2030,Myitta(ST),MMR006001
 Grade 4,322,1688,2010,Myitta(ST),MMR006001
 Grade 5,475,2906,3381,Myitta(ST),MMR006001
 Grade 6,243,1110,1353,Myitta(ST),MMR006001
 Grade 7,184,783,967,Myitta(ST),MMR006001
 Grade 8,146,697,843,Myitta(ST),MMR006001
 Grade 9,154,705,859,Myitta(ST),MMR006001
 Grade 10,103,456,559,Myitta(ST),MMR006001
 Grade 11,172,687,859,Myitta(ST),MMR006001
 College,28,145,173,Myitta(ST),MMR006001
 Vocational training,3,11,14,Myitta(ST),MMR006001
 Undergraduate diploma,12,7,19,Myitta(ST),MMR006001
 Graduate,71,249,320,Myitta(ST),MMR006001
 Postgraduate diploma,1,8,9,Myitta(ST),MMR006001
 Master degree,2,6,8,Myitta(ST),MMR006001
 Other,4,39,43,Myitta(ST),MMR006001
 Total,2903,15684,18587,Myitta(ST),MMR006001
