Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1072,17231,18303,Lewe,MMR018007
 Grade 1,651,8801,9452,Lewe,MMR018007
 Grade 2,799,12478,13277,Lewe,MMR018007
 Grade 3,1351,19979,21330,Lewe,MMR018007
 Grade 4,1788,25738,27526,Lewe,MMR018007
 Grade 5,4830,53553,58383,Lewe,MMR018007
 Grade 6,1700,16501,18201,Lewe,MMR018007
 Grade 7,1515,13476,14991,Lewe,MMR018007
 Grade 8,1745,12666,14411,Lewe,MMR018007
 Grade 9,2313,12974,15287,Lewe,MMR018007
 Grade 10,1999,8521,10520,Lewe,MMR018007
 Grade 11,3697,13636,17333,Lewe,MMR018007
 College,1109,3760,4869,Lewe,MMR018007
 Vocational training,47,203,250,Lewe,MMR018007
 Undergraduate diploma,127,454,581,Lewe,MMR018007
 Graduate,2981,6214,9195,Lewe,MMR018007
 Postgraduate diploma,30,91,121,Lewe,MMR018007
 Master degree,20,91,111,Lewe,MMR018007
 PhD,4,8,12,Lewe,MMR018007
 Other,30,3031,3061,Lewe,MMR018007
 Total,27808,229406,257214,Lewe,MMR018007
