Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1386,21716,23102,Ponparkyin(ST),MMR016008
 Grade 1,74,2331,2405,Ponparkyin(ST),MMR016008
 Grade 2,136,1975,2111,Ponparkyin(ST),MMR016008
 Grade 3,169,1925,2094,Ponparkyin(ST),MMR016008
 Grade 4,181,1575,1756,Ponparkyin(ST),MMR016008
 Grade 5,196,1503,1699,Ponparkyin(ST),MMR016008
 Grade 6,149,1268,1417,Ponparkyin(ST),MMR016008
 Grade 7,93,845,938,Ponparkyin(ST),MMR016008
 Grade 8,114,637,751,Ponparkyin(ST),MMR016008
 Grade 9,121,745,866,Ponparkyin(ST),MMR016008
 Grade 10,169,601,770,Ponparkyin(ST),MMR016008
 Grade 11,49,224,273,Ponparkyin(ST),MMR016008
 College,19,214,233,Ponparkyin(ST),MMR016008
 Vocational training,-,25,25,Ponparkyin(ST),MMR016008
 Undergraduate diploma,7,20,27,Ponparkyin(ST),MMR016008
 Graduate,81,95,176,Ponparkyin(ST),MMR016008
 Postgraduate diploma,-,23,23,Ponparkyin(ST),MMR016008
 Master degree,2,3,5,Ponparkyin(ST),MMR016008
 Other,7,41,48,Ponparkyin(ST),MMR016008
 Total,2953,35766,38719,Ponparkyin(ST),MMR016008
