Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,489,3825,4314,Kanpalet,MMR004008
 Grade 1,163,1007,1170,Kanpalet,MMR004008
 Grade 2,148,897,1045,Kanpalet,MMR004008
 Grade 3,164,910,1074,Kanpalet,MMR004008
 Grade 4,172,943,1115,Kanpalet,MMR004008
 Grade 5,356,2118,2474,Kanpalet,MMR004008
 Grade 6,152,779,931,Kanpalet,MMR004008
 Grade 7,134,636,770,Kanpalet,MMR004008
 Grade 8,219,695,914,Kanpalet,MMR004008
 Grade 9,243,645,888,Kanpalet,MMR004008
 Grade 10,336,889,1225,Kanpalet,MMR004008
 Grade 11,505,731,1236,Kanpalet,MMR004008
 College,107,79,186,Kanpalet,MMR004008
 Vocational training,44,14,58,Kanpalet,MMR004008
 Undergraduate diploma,12,11,23,Kanpalet,MMR004008
 Graduate,397,151,548,Kanpalet,MMR004008
 Postgraduate diploma,25,10,35,Kanpalet,MMR004008
 Master degree,12,2,14,Kanpalet,MMR004008
 PhD,3,1,4,Kanpalet,MMR004008
 Other,1,5,6,Kanpalet,MMR004008
 Total,3682,14348,18030,Kanpalet,MMR004008
