Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1861,60644,62505,Hsipaw,MMR015014
 Grade 1,434,7630,8064,Hsipaw,MMR015014
 Grade 2,687,9821,10508,Hsipaw,MMR015014
 Grade 3,1159,10855,12014,Hsipaw,MMR015014
 Grade 4,1515,9612,11127,Hsipaw,MMR015014
 Grade 5,2614,16079,18693,Hsipaw,MMR015014
 Grade 6,1268,4362,5630,Hsipaw,MMR015014
 Grade 7,1142,3602,4744,Hsipaw,MMR015014
 Grade 8,1268,3314,4582,Hsipaw,MMR015014
 Grade 9,1424,3258,4682,Hsipaw,MMR015014
 Grade 10,1671,2340,4011,Hsipaw,MMR015014
 Grade 11,1881,2333,4214,Hsipaw,MMR015014
 College,573,624,1197,Hsipaw,MMR015014
 Vocational training,44,19,63,Hsipaw,MMR015014
 Undergraduate diploma,63,60,123,Hsipaw,MMR015014
 Graduate,1675,1288,2963,Hsipaw,MMR015014
 Postgraduate diploma,37,53,90,Hsipaw,MMR015014
 Master degree,9,40,49,Hsipaw,MMR015014
 PhD,7,4,11,Hsipaw,MMR015014
 Other,34,3171,3205,Hsipaw,MMR015014
 Total,19366,139109,158475,Hsipaw,MMR015014
