Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,957,3084,4041,Tagaung,MMR010012
 Grade 1,187,1138,1325,Tagaung,MMR010012
 Grade 2,303,1565,1868,Tagaung,MMR010012
 Grade 3,418,2488,2906,Tagaung,MMR010012
 Grade 4,754,3173,3927,Tagaung,MMR010012
 Grade 5,1426,6328,7754,Tagaung,MMR010012
 Grade 6,562,1766,2328,Tagaung,MMR010012
 Grade 7,436,1228,1664,Tagaung,MMR010012
 Grade 8,459,1091,1550,Tagaung,MMR010012
 Grade 9,474,983,1457,Tagaung,MMR010012
 Grade 10,240,685,925,Tagaung,MMR010012
 Grade 11,640,673,1313,Tagaung,MMR010012
 College,197,208,405,Tagaung,MMR010012
 Vocational training,3,7,10,Tagaung,MMR010012
 Undergraduate diploma,20,25,45,Tagaung,MMR010012
 Graduate,319,305,624,Tagaung,MMR010012
 Postgraduate diploma,7,6,13,Tagaung,MMR010012
 Master degree,2,3,5,Tagaung,MMR010012
 Other,-,13,13,Tagaung,MMR010012
 Total,7404,24769,32173,Tagaung,MMR010012
