Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,9272,-,9272,Thakayta,MMR013013
 Grade 1,3555,-,3555,Thakayta,MMR013013
 Grade 2,5086,-,5086,Thakayta,MMR013013
 Grade 3,7488,-,7488,Thakayta,MMR013013
 Grade 4,12150,-,12150,Thakayta,MMR013013
 Grade 5,22375,-,22375,Thakayta,MMR013013
 Grade 6,13207,-,13207,Thakayta,MMR013013
 Grade 7,11351,-,11351,Thakayta,MMR013013
 Grade 8,14492,-,14492,Thakayta,MMR013013
 Grade 9,19620,-,19620,Thakayta,MMR013013
 Grade 10,18854,-,18854,Thakayta,MMR013013
 Grade 11,30212,-,30212,Thakayta,MMR013013
 College,11010,-,11010,Thakayta,MMR013013
 Vocational training,508,-,508,Thakayta,MMR013013
 Undergraduate diploma,748,-,748,Thakayta,MMR013013
 Graduate,26031,-,26031,Thakayta,MMR013013
 Postgraduate diploma,600,-,600,Thakayta,MMR013013
 Master degree,508,-,508,Thakayta,MMR013013
 PhD,111,-,111,Thakayta,MMR013013
 Other,524,-,524,Thakayta,MMR013013
 Total,207702,-,207702,Thakayta,MMR013013
