Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,551,3125,3676,Zigon,MMR008011
 Grade 1,372,1422,1794,Zigon,MMR008011
 Grade 2,509,2017,2526,Zigon,MMR008011
 Grade 3,718,3235,3953,Zigon,MMR008011
 Grade 4,1753,8231,9984,Zigon,MMR008011
 Grade 5,1885,13578,15463,Zigon,MMR008011
 Grade 6,857,3166,4023,Zigon,MMR008011
 Grade 7,954,2899,3853,Zigon,MMR008011
 Grade 8,1057,3006,4063,Zigon,MMR008011
 Grade 9,1146,2469,3615,Zigon,MMR008011
 Grade 10,1612,2895,4507,Zigon,MMR008011
 Grade 11,699,896,1595,Zigon,MMR008011
 College,428,429,857,Zigon,MMR008011
 Vocational training,27,49,76,Zigon,MMR008011
 Undergraduate diploma,57,94,151,Zigon,MMR008011
 Graduate,1467,1058,2525,Zigon,MMR008011
 Postgraduate diploma,32,12,44,Zigon,MMR008011
 Master degree,11,8,19,Zigon,MMR008011
 PhD,-,1,1,Zigon,MMR008011
 Other,42,43,85,Zigon,MMR008011
 Total,14177,48633,62810,Zigon,MMR008011
