Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2282,11707,13989,Tharyarwaddy,MMR008007
 Grade 1,1250,5251,6501,Tharyarwaddy,MMR008007
 Grade 2,1752,8963,10715,Tharyarwaddy,MMR008007
 Grade 3,2078,10396,12474,Tharyarwaddy,MMR008007
 Grade 4,5681,23680,29361,Tharyarwaddy,MMR008007
 Grade 5,2646,18981,21627,Tharyarwaddy,MMR008007
 Grade 6,1877,5146,7023,Tharyarwaddy,MMR008007
 Grade 7,2099,4756,6855,Tharyarwaddy,MMR008007
 Grade 8,2586,4593,7179,Tharyarwaddy,MMR008007
 Grade 9,2645,3618,6263,Tharyarwaddy,MMR008007
 Grade 10,3153,3655,6808,Tharyarwaddy,MMR008007
 Grade 11,770,1050,1820,Tharyarwaddy,MMR008007
 College,909,870,1779,Tharyarwaddy,MMR008007
 Vocational training,62,36,98,Tharyarwaddy,MMR008007
 Undergraduate diploma,97,128,225,Tharyarwaddy,MMR008007
 Graduate,3200,1606,4806,Tharyarwaddy,MMR008007
 Postgraduate diploma,47,32,79,Tharyarwaddy,MMR008007
 Master degree,34,11,45,Tharyarwaddy,MMR008007
 PhD,4,3,7,Tharyarwaddy,MMR008007
 Other,93,278,371,Tharyarwaddy,MMR008007
 Total,33265,104760,138025,Tharyarwaddy,MMR008007
