Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,486,10528,11014,Ingapu,MMR017013
 Grade 1,261,5977,6238,Ingapu,MMR017013
 Grade 2,417,8379,8796,Ingapu,MMR017013
 Grade 3,616,13497,14113,Ingapu,MMR017013
 Grade 4,948,18931,19879,Ingapu,MMR017013
 Grade 5,2942,51557,54499,Ingapu,MMR017013
 Grade 6,675,10265,10940,Ingapu,MMR017013
 Grade 7,617,8238,8855,Ingapu,MMR017013
 Grade 8,724,8161,8885,Ingapu,MMR017013
 Grade 9,778,7997,8775,Ingapu,MMR017013
 Grade 10,1044,6685,7729,Ingapu,MMR017013
 Grade 11,1129,7374,8503,Ingapu,MMR017013
 College,352,2220,2572,Ingapu,MMR017013
 Vocational training,18,114,132,Ingapu,MMR017013
 Undergraduate diploma,62,258,320,Ingapu,MMR017013
 Graduate,1269,4290,5559,Ingapu,MMR017013
 Postgraduate diploma,31,98,129,Ingapu,MMR017013
 Master degree,11,80,91,Ingapu,MMR017013
 PhD,2,5,7,Ingapu,MMR017013
 Other,38,19182,19220,Ingapu,MMR017013
 Total,12420,183836,196256,Ingapu,MMR017013
