Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,639,10155,10794,Thandwe,MMR012015
 Grade 1,213,3178,3391,Thandwe,MMR012015
 Grade 2,362,4620,4982,Thandwe,MMR012015
 Grade 3,587,8193,8780,Thandwe,MMR012015
 Grade 4,1090,12675,13765,Thandwe,MMR012015
 Grade 5,1514,25136,26650,Thandwe,MMR012015
 Grade 6,789,7989,8778,Thandwe,MMR012015
 Grade 7,704,6232,6936,Thandwe,MMR012015
 Grade 8,972,6197,7169,Thandwe,MMR012015
 Grade 9,1132,6972,8104,Thandwe,MMR012015
 Grade 10,1396,4520,5916,Thandwe,MMR012015
 Grade 11,1594,7999,9593,Thandwe,MMR012015
 College,619,1851,2470,Thandwe,MMR012015
 Vocational training,73,146,219,Thandwe,MMR012015
 Undergraduate diploma,136,420,556,Thandwe,MMR012015
 Graduate,1606,3767,5373,Thandwe,MMR012015
 Postgraduate diploma,44,107,151,Thandwe,MMR012015
 Master degree,36,95,131,Thandwe,MMR012015
 PhD,1,19,20,Thandwe,MMR012015
 Other,5,201,206,Thandwe,MMR012015
 Total,13512,110472,123984,Thandwe,MMR012015
