Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2453,18945,21398,Payarthonezu(ST),MMR003007
 Grade 1,960,4020,4980,Payarthonezu(ST),MMR003007
 Grade 2,1598,4491,6089,Payarthonezu(ST),MMR003007
 Grade 3,2042,4711,6753,Payarthonezu(ST),MMR003007
 Grade 4,2609,4649,7258,Payarthonezu(ST),MMR003007
 Grade 5,3490,4607,8097,Payarthonezu(ST),MMR003007
 Grade 6,2224,2171,4395,Payarthonezu(ST),MMR003007
 Grade 7,1701,1596,3297,Payarthonezu(ST),MMR003007
 Grade 8,1755,1304,3059,Payarthonezu(ST),MMR003007
 Grade 9,1673,1317,2990,Payarthonezu(ST),MMR003007
 Grade 10,1718,1137,2855,Payarthonezu(ST),MMR003007
 Grade 11,1194,482,1676,Payarthonezu(ST),MMR003007
 College,417,205,622,Payarthonezu(ST),MMR003007
 Vocational training,22,11,33,Payarthonezu(ST),MMR003007
 Undergraduate diploma,17,32,49,Payarthonezu(ST),MMR003007
 Graduate,654,255,909,Payarthonezu(ST),MMR003007
 Postgraduate diploma,10,5,15,Payarthonezu(ST),MMR003007
 Master degree,3,5,8,Payarthonezu(ST),MMR003007
 PhD,-,1,1,Payarthonezu(ST),MMR003007
 Other,183,4889,5072,Payarthonezu(ST),MMR003007
 Total,24723,54833,79556,Payarthonezu(ST),MMR003007
