Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,764,6595,7359,Wuntho,MMR005025
 Grade 1,294,1820,2114,Wuntho,MMR005025
 Grade 2,309,2111,2420,Wuntho,MMR005025
 Grade 3,593,3453,4046,Wuntho,MMR005025
 Grade 4,874,4863,5737,Wuntho,MMR005025
 Grade 5,2369,18609,20978,Wuntho,MMR005025
 Grade 6,623,3341,3964,Wuntho,MMR005025
 Grade 7,584,2851,3435,Wuntho,MMR005025
 Grade 8,760,3065,3825,Wuntho,MMR005025
 Grade 9,718,2284,3002,Wuntho,MMR005025
 Grade 10,1331,2314,3645,Wuntho,MMR005025
 Grade 11,411,1389,1800,Wuntho,MMR005025
 College,354,905,1259,Wuntho,MMR005025
 Vocational training,16,23,39,Wuntho,MMR005025
 Undergraduate diploma,57,46,103,Wuntho,MMR005025
 Graduate,979,1203,2182,Wuntho,MMR005025
 Postgraduate diploma,28,36,64,Wuntho,MMR005025
 Master degree,7,25,32,Wuntho,MMR005025
 PhD,1,5,6,Wuntho,MMR005025
 Other,1,7,8,Wuntho,MMR005025
 Total,11073,54945,66018,Wuntho,MMR005025
