Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3620,21465,25085,Namkham,MMR015010
 Grade 1,978,3828,4806,Namkham,MMR015010
 Grade 2,1220,4059,5279,Namkham,MMR015010
 Grade 3,1700,5335,7035,Namkham,MMR015010
 Grade 4,2009,5678,7687,Namkham,MMR015010
 Grade 5,2974,7452,10426,Namkham,MMR015010
 Grade 6,2183,4325,6508,Namkham,MMR015010
 Grade 7,1707,3513,5220,Namkham,MMR015010
 Grade 8,1866,3268,5134,Namkham,MMR015010
 Grade 9,2213,3224,5437,Namkham,MMR015010
 Grade 10,1977,2490,4467,Namkham,MMR015010
 Grade 11,2813,2475,5288,Namkham,MMR015010
 College,682,365,1047,Namkham,MMR015010
 Vocational training,40,79,119,Namkham,MMR015010
 Undergraduate diploma,86,76,162,Namkham,MMR015010
 Graduate,1732,562,2294,Namkham,MMR015010
 Postgraduate diploma,45,17,62,Namkham,MMR015010
 Master degree,13,3,16,Namkham,MMR015010
 PhD,5,4,9,Namkham,MMR015010
 Other,80,29,109,Namkham,MMR015010
 Total,27943,68247,96190,Namkham,MMR015010
