Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2065,18473,20538,Twantay,MMR013027
 Grade 1,1967,9217,11184,Twantay,MMR013027
 Grade 2,2618,12724,15342,Twantay,MMR013027
 Grade 3,3184,17639,20823,Twantay,MMR013027
 Grade 4,5278,23401,28679,Twantay,MMR013027
 Grade 5,4698,34653,39351,Twantay,MMR013027
 Grade 6,2176,9678,11854,Twantay,MMR013027
 Grade 7,2077,7691,9768,Twantay,MMR013027
 Grade 8,2792,7630,10422,Twantay,MMR013027
 Grade 9,2074,7245,9319,Twantay,MMR013027
 Grade 10,4951,8687,13638,Twantay,MMR013027
 Grade 11,1546,3820,5366,Twantay,MMR013027
 College,1072,1993,3065,Twantay,MMR013027
 Vocational training,35,155,190,Twantay,MMR013027
 Undergraduate diploma,203,192,395,Twantay,MMR013027
 Graduate,2879,2874,5753,Twantay,MMR013027
 Postgraduate diploma,48,175,223,Twantay,MMR013027
 Master degree,17,45,62,Twantay,MMR013027
 PhD,3,5,8,Twantay,MMR013027
 Other,8,403,411,Twantay,MMR013027
 Total,39691,166700,206391,Twantay,MMR013027
