Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2307,779,3086,Tamu,MMR005030
 Grade 1,1172,562,1734,Tamu,MMR005030
 Grade 2,1449,617,2066,Tamu,MMR005030
 Grade 3,2215,800,3015,Tamu,MMR005030
 Grade 4,2519,1044,3563,Tamu,MMR005030
 Grade 5,5978,3896,9874,Tamu,MMR005030
 Grade 6,2947,1102,4049,Tamu,MMR005030
 Grade 7,2424,962,3386,Tamu,MMR005030
 Grade 8,2737,1029,3766,Tamu,MMR005030
 Grade 9,3627,1271,4898,Tamu,MMR005030
 Grade 10,2352,459,2811,Tamu,MMR005030
 Grade 11,5356,842,6198,Tamu,MMR005030
 College,1311,91,1402,Tamu,MMR005030
 Vocational training,28,4,32,Tamu,MMR005030
 Undergraduate diploma,126,18,144,Tamu,MMR005030
 Graduate,2687,213,2900,Tamu,MMR005030
 Postgraduate diploma,58,10,68,Tamu,MMR005030
 Master degree,23,1,24,Tamu,MMR005030
 PhD,2,-,2,Tamu,MMR005030
 Other,87,31,118,Tamu,MMR005030
 Total,39405,13731,53136,Tamu,MMR005030
