Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,12367,-,12367,Aungmyetharzan,MMR010001
 Grade 1,4196,-,4196,Aungmyetharzan,MMR010001
 Grade 2,6446,-,6446,Aungmyetharzan,MMR010001
 Grade 3,10168,-,10168,Aungmyetharzan,MMR010001
 Grade 4,18490,-,18490,Aungmyetharzan,MMR010001
 Grade 5,40612,-,40612,Aungmyetharzan,MMR010001
 Grade 6,15585,-,15585,Aungmyetharzan,MMR010001
 Grade 7,13199,-,13199,Aungmyetharzan,MMR010001
 Grade 8,15354,-,15354,Aungmyetharzan,MMR010001
 Grade 9,18237,-,18237,Aungmyetharzan,MMR010001
 Grade 10,16374,-,16374,Aungmyetharzan,MMR010001
 Grade 11,28182,-,28182,Aungmyetharzan,MMR010001
 College,11292,-,11292,Aungmyetharzan,MMR010001
 Vocational training,647,-,647,Aungmyetharzan,MMR010001
 Undergraduate diploma,1071,-,1071,Aungmyetharzan,MMR010001
 Graduate,33373,-,33373,Aungmyetharzan,MMR010001
 Postgraduate diploma,803,-,803,Aungmyetharzan,MMR010001
 Master degree,1082,-,1082,Aungmyetharzan,MMR010001
 PhD,262,-,262,Aungmyetharzan,MMR010001
 Other,1327,-,1327,Aungmyetharzan,MMR010001
 Total,249067,-,249067,Aungmyetharzan,MMR010001
