Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1798,16567,18365,Minenaung(ST),MMR014015
 Grade 1,165,789,954,Minenaung(ST),MMR014015
 Grade 2,161,723,884,Minenaung(ST),MMR014015
 Grade 3,204,755,959,Minenaung(ST),MMR014015
 Grade 4,263,905,1168,Minenaung(ST),MMR014015
 Grade 5,186,969,1155,Minenaung(ST),MMR014015
 Grade 6,132,425,557,Minenaung(ST),MMR014015
 Grade 7,112,371,483,Minenaung(ST),MMR014015
 Grade 8,143,409,552,Minenaung(ST),MMR014015
 Grade 9,96,353,449,Minenaung(ST),MMR014015
 Grade 10,213,394,607,Minenaung(ST),MMR014015
 Grade 11,41,102,143,Minenaung(ST),MMR014015
 College,34,69,103,Minenaung(ST),MMR014015
 Vocational training,1,3,4,Minenaung(ST),MMR014015
 Undergraduate diploma,-,11,11,Minenaung(ST),MMR014015
 Graduate,77,180,257,Minenaung(ST),MMR014015
 Postgraduate diploma,7,12,19,Minenaung(ST),MMR014015
 Master degree,3,21,24,Minenaung(ST),MMR014015
 PhD,-,1,1,Minenaung(ST),MMR014015
 Other,1,-,1,Minenaung(ST),MMR014015
 Total,3637,23059,26696,Minenaung(ST),MMR014015
