Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1578,7657,9235,Mindat,MMR004006
 Grade 1,348,2029,2377,Mindat,MMR004006
 Grade 2,385,1677,2062,Mindat,MMR004006
 Grade 3,448,1849,2297,Mindat,MMR004006
 Grade 4,552,1915,2467,Mindat,MMR004006
 Grade 5,974,3652,4626,Mindat,MMR004006
 Grade 6,457,1300,1757,Mindat,MMR004006
 Grade 7,481,1107,1588,Mindat,MMR004006
 Grade 8,552,1054,1606,Mindat,MMR004006
 Grade 9,669,1030,1699,Mindat,MMR004006
 Grade 10,911,1333,2244,Mindat,MMR004006
 Grade 11,1288,891,2179,Mindat,MMR004006
 College,347,164,511,Mindat,MMR004006
 Vocational training,54,9,63,Mindat,MMR004006
 Undergraduate diploma,54,46,100,Mindat,MMR004006
 Graduate,921,217,1138,Mindat,MMR004006
 Postgraduate diploma,66,18,84,Mindat,MMR004006
 Master degree,26,8,34,Mindat,MMR004006
 PhD,2,-,2,Mindat,MMR004006
 Other,15,10,25,Mindat,MMR004006
 Total,10128,25966,36094,Mindat,MMR004006
