Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,340,2282,2622,Shardaw,MMR002004
 Grade 1,55,275,330,Shardaw,MMR002004
 Grade 2,57,269,326,Shardaw,MMR002004
 Grade 3,81,304,385,Shardaw,MMR002004
 Grade 4,70,352,422,Shardaw,MMR002004
 Grade 5,133,350,483,Shardaw,MMR002004
 Grade 6,73,169,242,Shardaw,MMR002004
 Grade 7,96,130,226,Shardaw,MMR002004
 Grade 8,68,68,136,Shardaw,MMR002004
 Grade 9,99,92,191,Shardaw,MMR002004
 Grade 10,64,50,114,Shardaw,MMR002004
 Grade 11,155,79,234,Shardaw,MMR002004
 College,57,14,71,Shardaw,MMR002004
 Vocational training,6,-,6,Shardaw,MMR002004
 Undergraduate diploma,7,-,7,Shardaw,MMR002004
 Graduate,79,9,88,Shardaw,MMR002004
 Postgraduate diploma,1,-,1,Shardaw,MMR002004
 Other,-,21,21,Shardaw,MMR002004
 Total,1441,4464,5905,Shardaw,MMR002004
