Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,545,9830,10375,Okpo,MMR008010
 Grade 1,457,4451,4908,Okpo,MMR008010
 Grade 2,520,6907,7427,Okpo,MMR008010
 Grade 3,635,9378,10013,Okpo,MMR008010
 Grade 4,1996,25651,27647,Okpo,MMR008010
 Grade 5,887,17496,18383,Okpo,MMR008010
 Grade 6,582,6031,6613,Okpo,MMR008010
 Grade 7,636,5523,6159,Okpo,MMR008010
 Grade 8,806,5488,6294,Okpo,MMR008010
 Grade 9,622,4216,4838,Okpo,MMR008010
 Grade 10,1222,5182,6404,Okpo,MMR008010
 Grade 11,245,1271,1516,Okpo,MMR008010
 College,360,1101,1461,Okpo,MMR008010
 Vocational training,17,61,78,Okpo,MMR008010
 Undergraduate diploma,37,135,172,Okpo,MMR008010
 Graduate,1045,2174,3219,Okpo,MMR008010
 Postgraduate diploma,20,60,80,Okpo,MMR008010
 Master degree,9,15,24,Okpo,MMR008010
 PhD,-,2,2,Okpo,MMR008010
 Other,9,1003,1012,Okpo,MMR008010
 Total,10650,105975,116625,Okpo,MMR008010
