Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,652,17447,18099,Naungtayar(ST),MMR014009
 Grade 1,104,2841,2945,Naungtayar(ST),MMR014009
 Grade 2,146,3716,3862,Naungtayar(ST),MMR014009
 Grade 3,241,4959,5200,Naungtayar(ST),MMR014009
 Grade 4,292,5525,5817,Naungtayar(ST),MMR014009
 Grade 5,731,12433,13164,Naungtayar(ST),MMR014009
 Grade 6,245,3117,3362,Naungtayar(ST),MMR014009
 Grade 7,221,2484,2705,Naungtayar(ST),MMR014009
 Grade 8,235,2678,2913,Naungtayar(ST),MMR014009
 Grade 9,372,2538,2910,Naungtayar(ST),MMR014009
 Grade 10,278,1795,2073,Naungtayar(ST),MMR014009
 Grade 11,479,2160,2639,Naungtayar(ST),MMR014009
 College,140,623,763,Naungtayar(ST),MMR014009
 Vocational training,4,125,129,Naungtayar(ST),MMR014009
 Undergraduate diploma,10,77,87,Naungtayar(ST),MMR014009
 Graduate,269,1138,1407,Naungtayar(ST),MMR014009
 Postgraduate diploma,15,45,60,Naungtayar(ST),MMR014009
 Master degree,7,29,36,Naungtayar(ST),MMR014009
 PhD,-,3,3,Naungtayar(ST),MMR014009
 Other,2,1144,1146,Naungtayar(ST),MMR014009
 Total,4443,64877,69320,Naungtayar(ST),MMR014009
