Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,233,8736,8969,Ywarngan,MMR014007
 Grade 1,94,2396,2490,Ywarngan,MMR014007
 Grade 2,114,4207,4321,Ywarngan,MMR014007
 Grade 3,218,7122,7340,Ywarngan,MMR014007
 Grade 4,266,7759,8025,Ywarngan,MMR014007
 Grade 5,727,19480,20207,Ywarngan,MMR014007
 Grade 6,346,4653,4999,Ywarngan,MMR014007
 Grade 7,260,3267,3527,Ywarngan,MMR014007
 Grade 8,260,3118,3378,Ywarngan,MMR014007
 Grade 9,312,2877,3189,Ywarngan,MMR014007
 Grade 10,180,1768,1948,Ywarngan,MMR014007
 Grade 11,552,2770,3322,Ywarngan,MMR014007
 College,179,607,786,Ywarngan,MMR014007
 Vocational training,13,56,69,Ywarngan,MMR014007
 Undergraduate diploma,39,101,140,Ywarngan,MMR014007
 Graduate,368,1287,1655,Ywarngan,MMR014007
 Postgraduate diploma,5,13,18,Ywarngan,MMR014007
 Master degree,4,15,19,Ywarngan,MMR014007
 PhD,-,1,1,Ywarngan,MMR014007
 Other,1,511,512,Ywarngan,MMR014007
 Total,4171,70744,74915,Ywarngan,MMR014007
