Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1630,12279,13909,Minephyat,MMR016010
 Grade 1,193,944,1137,Minephyat,MMR016010
 Grade 2,200,792,992,Minephyat,MMR016010
 Grade 3,252,992,1244,Minephyat,MMR016010
 Grade 4,268,874,1142,Minephyat,MMR016010
 Grade 5,414,1147,1561,Minephyat,MMR016010
 Grade 6,267,649,916,Minephyat,MMR016010
 Grade 7,266,564,830,Minephyat,MMR016010
 Grade 8,309,519,828,Minephyat,MMR016010
 Grade 9,325,502,827,Minephyat,MMR016010
 Grade 10,462,410,872,Minephyat,MMR016010
 Grade 11,411,374,785,Minephyat,MMR016010
 College,102,94,196,Minephyat,MMR016010
 Vocational training,6,3,9,Minephyat,MMR016010
 Undergraduate diploma,5,15,20,Minephyat,MMR016010
 Graduate,321,241,562,Minephyat,MMR016010
 Postgraduate diploma,10,17,27,Minephyat,MMR016010
 Master degree,11,18,29,Minephyat,MMR016010
 Other,96,734,830,Minephyat,MMR016010
 Total,5548,21168,26716,Minephyat,MMR016010
