Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1497,29767,31264,Kunlon,MMR015020
 Grade 1,246,2657,2903,Kunlon,MMR015020
 Grade 2,297,2267,2564,Kunlon,MMR015020
 Grade 3,306,2067,2373,Kunlon,MMR015020
 Grade 4,394,2452,2846,Kunlon,MMR015020
 Grade 5,375,1930,2305,Kunlon,MMR015020
 Grade 6,239,1193,1432,Kunlon,MMR015020
 Grade 7,240,894,1134,Kunlon,MMR015020
 Grade 8,229,833,1062,Kunlon,MMR015020
 Grade 9,230,676,906,Kunlon,MMR015020
 Grade 10,412,798,1210,Kunlon,MMR015020
 Grade 11,82,199,281,Kunlon,MMR015020
 College,121,148,269,Kunlon,MMR015020
 Vocational training,6,6,12,Kunlon,MMR015020
 Undergraduate diploma,8,39,47,Kunlon,MMR015020
 Graduate,298,325,623,Kunlon,MMR015020
 Postgraduate diploma,6,28,34,Kunlon,MMR015020
 Master degree,4,15,19,Kunlon,MMR015020
 PhD,-,1,1,Kunlon,MMR015020
 Other,13,189,202,Kunlon,MMR015020
 Total,5003,46484,51487,Kunlon,MMR015020
