Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,352,5231,5583,Bokepyin,MMR006010
 Grade 1,183,1922,2105,Bokepyin,MMR006010
 Grade 2,213,2768,2981,Bokepyin,MMR006010
 Grade 3,362,3628,3990,Bokepyin,MMR006010
 Grade 4,399,4109,4508,Bokepyin,MMR006010
 Grade 5,683,5898,6581,Bokepyin,MMR006010
 Grade 6,414,2969,3383,Bokepyin,MMR006010
 Grade 7,313,1960,2273,Bokepyin,MMR006010
 Grade 8,305,1819,2124,Bokepyin,MMR006010
 Grade 9,375,1904,2279,Bokepyin,MMR006010
 Grade 10,212,1145,1357,Bokepyin,MMR006010
 Grade 11,569,1465,2034,Bokepyin,MMR006010
 College,151,375,526,Bokepyin,MMR006010
 Vocational training,4,10,14,Bokepyin,MMR006010
 Undergraduate diploma,29,45,74,Bokepyin,MMR006010
 Graduate,305,539,844,Bokepyin,MMR006010
 Postgraduate diploma,12,21,33,Bokepyin,MMR006010
 Master degree,2,17,19,Bokepyin,MMR006010
 PhD,2,-,2,Bokepyin,MMR006010
 Other,6,422,428,Bokepyin,MMR006010
 Total,4891,36247,41138,Bokepyin,MMR006010
