Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1232,43189,44421,Minesat,MMR016006
 Grade 1,260,4701,4961,Minesat,MMR016006
 Grade 2,385,3341,3726,Minesat,MMR016006
 Grade 3,400,2847,3247,Minesat,MMR016006
 Grade 4,674,3103,3777,Minesat,MMR016006
 Grade 5,604,2318,2922,Minesat,MMR016006
 Grade 6,437,1646,2083,Minesat,MMR016006
 Grade 7,545,1211,1756,Minesat,MMR016006
 Grade 8,586,1236,1822,Minesat,MMR016006
 Grade 9,404,1018,1422,Minesat,MMR016006
 Grade 10,901,1139,2040,Minesat,MMR016006
 Grade 11,166,377,543,Minesat,MMR016006
 College,176,194,370,Minesat,MMR016006
 Vocational training,9,19,28,Minesat,MMR016006
 Undergraduate diploma,10,37,47,Minesat,MMR016006
 Graduate,503,415,918,Minesat,MMR016006
 Postgraduate diploma,7,13,20,Minesat,MMR016006
 Master degree,20,8,28,Minesat,MMR016006
 PhD,3,1,4,Minesat,MMR016006
 Other,8,684,692,Minesat,MMR016006
 Total,7330,67497,74827,Minesat,MMR016006
