Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,459,78945,79404,Naphang,MMR015006
 Grade 1,86,4017,4103,Naphang,MMR015006
 Grade 2,26,3938,3964,Naphang,MMR015006
 Grade 3,44,4412,4456,Naphang,MMR015006
 Grade 4,40,3330,3370,Naphang,MMR015006
 Grade 5,39,2442,2481,Naphang,MMR015006
 Grade 6,56,1394,1450,Naphang,MMR015006
 Grade 7,41,1122,1163,Naphang,MMR015006
 Grade 8,23,462,485,Naphang,MMR015006
 Grade 9,23,416,439,Naphang,MMR015006
 Grade 10,16,257,273,Naphang,MMR015006
 Grade 11,6,131,137,Naphang,MMR015006
 College,14,125,139,Naphang,MMR015006
 Vocational training,-,10,10,Naphang,MMR015006
 Undergraduate diploma,-,19,19,Naphang,MMR015006
 Graduate,16,76,92,Naphang,MMR015006
 Postgraduate diploma,-,1,1,Naphang,MMR015006
 Master degree,-,1,1,Naphang,MMR015006
 PhD,-,1,1,Naphang,MMR015006
 Other,-,177,177,Naphang,MMR015006
 Total,889,101276,102165,Naphang,MMR015006
