Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,118,10809,10927,Butalin,MMR005013
 Grade 1,106,2786,2892,Butalin,MMR005013
 Grade 2,114,4718,4832,Butalin,MMR005013
 Grade 3,178,7615,7793,Butalin,MMR005013
 Grade 4,361,9644,10005,Butalin,MMR005013
 Grade 5,759,34485,35244,Butalin,MMR005013
 Grade 6,252,6570,6822,Butalin,MMR005013
 Grade 7,201,5420,5621,Butalin,MMR005013
 Grade 8,255,5380,5635,Butalin,MMR005013
 Grade 9,292,5055,5347,Butalin,MMR005013
 Grade 10,519,3901,4420,Butalin,MMR005013
 Grade 11,353,3918,4271,Butalin,MMR005013
 College,249,1325,1574,Butalin,MMR005013
 Vocational training,6,68,74,Butalin,MMR005013
 Undergraduate diploma,21,192,213,Butalin,MMR005013
 Graduate,870,3271,4141,Butalin,MMR005013
 Postgraduate diploma,12,79,91,Butalin,MMR005013
 Master degree,9,65,74,Butalin,MMR005013
 PhD,2,2,4,Butalin,MMR005013
 Other,222,3256,3478,Butalin,MMR005013
 Total,4899,108559,113458,Butalin,MMR005013
