Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,215,10791,11006,Tanintharyi,MMR006008
 Grade 1,181,5170,5351,Tanintharyi,MMR006008
 Grade 2,223,6704,6927,Tanintharyi,MMR006008
 Grade 3,354,9090,9444,Tanintharyi,MMR006008
 Grade 4,527,11264,11791,Tanintharyi,MMR006008
 Grade 5,605,13723,14328,Tanintharyi,MMR006008
 Grade 6,416,6693,7109,Tanintharyi,MMR006008
 Grade 7,297,4937,5234,Tanintharyi,MMR006008
 Grade 8,396,4881,5277,Tanintharyi,MMR006008
 Grade 9,380,4427,4807,Tanintharyi,MMR006008
 Grade 10,438,3811,4249,Tanintharyi,MMR006008
 Grade 11,392,3581,3973,Tanintharyi,MMR006008
 College,159,907,1066,Tanintharyi,MMR006008
 Vocational training,1,31,32,Tanintharyi,MMR006008
 Undergraduate diploma,71,114,185,Tanintharyi,MMR006008
 Graduate,405,1445,1850,Tanintharyi,MMR006008
 Postgraduate diploma,9,53,62,Tanintharyi,MMR006008
 Master degree,1,25,26,Tanintharyi,MMR006008
 PhD,-,1,1,Tanintharyi,MMR006008
 Other,44,1466,1510,Tanintharyi,MMR006008
 Total,5114,89114,94228,Tanintharyi,MMR006008
